Pop	Ind	Location	Grp	Type
QUR23a	QUR23a_13	QUR	CT	CT_adult
QUR23a	QUR23a_14	QUR	CT	CT_adult
QUR23a	QUR23a_15	QUR	CT	CT_adult
QUR23a	QUR23a_16	QUR	CT	CT_adult
QUR23a	QUR23a_17	QUR	CT	CT_adult
QUR23a	QUR23a_18	QUR	CT	CT_adult
QUR23a	QUR23a_19	QUR	CT	CT_adult
QUR23a	QUR23a_20	QUR	CT	CT_adult
QUR23a	QUR23a_22	QUR	CT	CT_adult
QUR23a	QUR23a_23	QUR	CT	CT_adult
QUR23a	QUR23a_24	QUR	CT	CT_adult
QUR23a	QUR23a_25	QUR	CT	CT_adult
QUR23a	QUR23a_26	QUR	CT	CT_adult
QUR23a	QUR23a_27	QUR	CT	CT_adult
QUR23a	QUR23a_28	QUR	CT	CT_adult
QUR23a	QUR23a_29	QUR	CT	CT_adult
QUR23a	QUR23a_31	QUR	CT	CT_adult
STP23a	STP23a_7	SPT	CT	CT_adult
STP23a	STP23a_8	SPT	CT	CT_adult
STP23a	STP23a_9	SPT	CT	CT_adult
STP23a	STP23a_10	SPT	CT	CT_adult
STP23a	STP23a_11	SPT	CT	CT_adult
STP23a	STP23a_12	SPT	CT	CT_adult
STP23a	STP23a_13	SPT	CT	CT_adult
STP23a	STP23a_14	SPT	CT	CT_adult
STP23a	STP23a_15	SPT	CT	CT_adult
STP23a	STP23a_16	SPT	CT	CT_adult
STP23a	STP23a_17	SPT	CT	CT_adult
STP23a	STP23a_18	SPT	CT	CT_adult
STP23a	STP23a_19	SPT	CT	CT_adult
STP23a	STP23a_20	SPT	CT	CT_adult
STP23a	STP23a_21	SPT	CT	CT_adult
STP23a	STP23a_22	SPT	CT	CT_adult
STP23a	STP23a_23	SPT	CT	CT_adult
STP23a	STP23a_24	SPT	CT	CT_adult
STP23a	STP23a_25	SPT	CT	CT_adult
STP23a	STP23a_26	SPT	CT	CT_adult
STP23a	STP23a_27	SPT	CT	CT_adult
STP23a	STP23a_28	SPT	CT	CT_adult
STP23a	STP23a_29	SPT	CT	CT_adult
STP23a	STP23a_30	SPT	CT	CT_adult
STP23a	STP23a_39	SPT	CT	CT_adult
STP23a	STP23a_40	SPT	CT	CT_adult
STP23a	STP23a_41	SPT	CT	CT_adult
STP23a	STP23a_42	SPT	CT	CT_adult
STP23a	STP23a_43	SPT	CT	CT_adult
STP23a	STP23a_44	SPT	CT	CT_adult
STP23a	STP23a_45	SPT	CT	CT_adult
STP23a	STP23a_46	SPT	CT	CT_adult
STP23a	STP23a_47	SPT	CT	CT_adult
STP23a	STP23a_48	SPT	CT	CT_adult
STP23a	STP23a_49	SPT	CT	CT_adult
STP23a	STP23a_50	SPT	CT	CT_adult
TOC23a	TOC23a_9	TOC	CT	CT_adult
TOC23a	TOC23a_10	TOC	CT	CT_adult
TOC23a	TOC23a_11	TOC	CT	CT_adult
TOC23a	TOC23a_12	TOC	CT	CT_adult
TOC23a	TOC23a_13	TOC	CT	CT_adult
TOC23a	TOC23a_14	TOC	CT	CT_adult
TOC23a	TOC23a_15	TOC	CT	CT_adult
TOC23a	TOC23a_16	TOC	CT	CT_adult
TOC23a	TOC23a_17	TOC	CT	CT_adult
TOC23a	TOC23a_18	TOC	CT	CT_adult
TOC23a	TOC23a_19	TOC	CT	CT_adult
TOC23a	TOC23a_20	TOC	CT	CT_adult
TOC23a	TOC23a_21	TOC	CT	CT_adult
TOC23a	TOC23a_22	TOC	CT	CT_adult
TOC23a	TOC23a_23	TOC	CT	CT_adult
TOC23a	TOC23a_24	TOC	CT	CT_adult
TOC23a	TOC23a_33	TOC	CT	CT_adult
TOC23a	TOC23a_35	TOC	CT	CT_adult
TOC23a	TOC23a_36	TOC	CT	CT_adult
TOC23a	TOC23a_37	TOC	CT	CT_adult
TOC23a	TOC23a_38	TOC	CT	CT_adult
TOC23a	TOC23a_39	TOC	CT	CT_adult
TOC23a	TOC23a_40	TOC	CT	CT_adult
TOC23a	TOC23a_41	TOC	CT	CT_adult
TOC23a	TOC23a_42	TOC	CT	CT_adult
TOC23a	TOC23a_43	TOC	CT	CT_adult
TOC23a	TOC23a_45	TOC	CT	CT_adult
TOC23a	TOC23a_46	TOC	CT	CT_adult
TOC23a	TOC23a_47	TOC	CT	CT_adult
TOC23a	TOC23a_48	TOC	CT	CT_adult
TOC23a	TOC23a_49	TOC	CT	CT_adult
TOC23a	TOC23a_50	TOC	CT	CT_adult
